"Facility","Last Inspection Date","Score","Description","Address","City","Zip","Phone"
"MEDITERRANEAN GRILL",08/21/2019,92.0,"RESTAURANT (0-30) SEATS HIGH RISK","801 N BRAND BLVD STE #170","GLENDALE","91203",""
"HATSATOUN",08/15/2019,92.0,"RESTAURANT (31-60) SEATS HIGH RISK","1120 N PACIFIC AVE STE #6","GLENDALE","91202",""
"BIG JIMS DONUTS",07/11/2019,92.0,"RESTAURANT (0-30) SEATS MODERATE RISK","1141 E BROADWAY AVE","GLENDALE","91205","818-662-7148"
"PIZZA PIE EATERY",04/16/2019,92.0,"RESTAURANT (0-30) SEATS MODERATE RISK","1200 N PACIFIC AVE STE #105","GLENDALE","91202","818-500-7100"
"VAN BAKERY AND RESTAURANT",08/29/2019,92.0,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK","1000 E BROADWAY # A","GLENDALE","91205",""
"GLEN ELK BAKERY",08/07/2019,92.0,"RESTAURANT (0-30) SEATS MODERATE RISK","400 S GLENDALE AVE STE #H","GLENDALE","91205","818-545-0325"
"BEST LIQUOR MEAT & DELI",05/22/2019,92.0,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK","205 S GLENDALE AVE","GLENDALE","91205","818-521-8039"
"ARTS BAKERY",08/22/2019,92.0,"RESTAURANT (0-30) SEATS MODERATE RISK","1122 E CHEVY CHASE DR ","GLENDALE","91205",""
"HYPE FEAST RESTAURANT",05/28/2019,92.0,"RESTAURANT (0-30) SEATS HIGH RISK","711 S BRAND BLVD","GLENDALE","91204","818-242-9090"
"PEETS COFFEE GLENDALE GALLERIA",09/26/2019,92.0,"RESTAURANT (0-30) SEATS LOW RISK","2211 GLENDALE GALLERIA","GLENDALE","91210",""
"77 CHICKEN DESSERT CAFE",08/27/2019,92.0,"RESTAURANT (31-60) SEATS MODERATE RISK","3630 FOOTHILL BLVD","GLENDALE","91214","747-255-7299"
"EVEREST BURGERS",08/27/2019,92.0,"RESTAURANT (31-60) SEATS HIGH RISK","241 N CENTRAL AVE","GLENDALE","91203",""
"SRI WINDSOR CAFE",08/01/2019,92.0,"RESTAURANT (0-30) SEATS HIGH RISK","123 W WINDSOR RD ","GLENDALE","91204","818-242-2789"
"DELUCA'S ITALIAN DELI",07/16/2019,92.0,"RESTAURANT (0-30) SEATS HIGH RISK","781 AMERICANA WAY","GLENDALE","91210","818-502-1220"
"OG WINGZ",06/07/2019,92.0,"RESTAURANT (0-30) SEATS MODERATE RISK","1360 E COLORADO BLVD # A","GLENDALE","91205","818-322-4815"
"SOMI SOMI SOFT SERVE & TERIYAKI",09/18/2019,92.0,"RESTAURANT (0-30) SEATS MODERATE RISK","1157 GLENDALE GALLERIA WAY OC 005","GLENDALE","91210","213-375-7070"
"MARKET GRILL",08/08/2019,92.0,"RESTAURANT (0-30) SEATS HIGH RISK","1717 W GLENOAKS AVE","GLENDALE","91201",""
"CK FOOD STORE",07/17/2018,92.0,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK","515 S VERDUGO RD","GLENDALE","91205","818-241-6965"
"ROYAL VANAK RESTAURANT",08/27/2019,92.0,"RESTAURANT (61-150) SEATS HIGH RISK","108 N BRAND BLVD # 100","GLENDALE","91203","818-240-0410"
"HARD TIMES PIZZA",07/23/2019,92.0,"RESTAURANT (0-30) SEATS HIGH RISK","1311 GLENDALE BLVD STE G","LOS ANGELES","90026",""
"URARTU COFFEE",02/20/2019,92.0,"RESTAURANT (0-30) SEATS MODERATE RISK","119 N ARTSAKH AVE","GLENDALE","91206",""
"BARBARA WORTH LIQUOR MARKET",10/03/2018,92.0,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK","1154 N PACIFIC AVE ","GLENDALE","91202",""
"POKE N ROLL",07/16/2019,92.0,"RESTAURANT (0-30) SEATS HIGH RISK","413 S CENTRAL AVE","GLENDALE","91204-1682",""
"CORNER CUSINE",07/11/2019,92.0,"RESTAURANT (0-30) SEATS HIGH RISK","501 S CENTRAL AVE","GLENDALE","91204","818-500-0306"
"EL MAMBI MARKET",07/10/2019,92.0,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK","328 E CHEVY CHASE DR # #C","GLENDALE","91205",""
"COLORADO BAKERY",04/09/2019,92.0,"RESTAURANT (0-30) SEATS MODERATE RISK","464 W COLORADO ST ","GLENDALE","91204",""
"BRAVO KABOB",06/14/2019,92.0,"RESTAURANT (61-150) SEATS HIGH RISK","1133 W GLENOAKS BLVD","GLENDALE","91202","818-934-2386"
"MORI RESTAURANT",09/10/2019,92.0,"RESTAURANT (61-150) SEATS HIGH RISK","120 W STOCKER ST ","GLENDALE","91202",""
"JIN COOK",11/14/2018,92.0,"RESTAURANT (31-60) SEATS HIGH RISK","310 N BRAND BLVD","GLENDALE","91203",""
"IT'S THAI HOMETAURANT",07/23/2019,92.0,"RESTAURANT (31-60) SEATS HIGH RISK","1311 N GLENDALE BLVD STE A","LOS ANGELES","90026","213-484-9383"
"PACIFIC FOOD MART",09/18/2019,92.0,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK","1008 N PACIFIC AVE ","GLENDALE","91202",""
"SELIN FOOD BAZAAR",08/08/2019,92.0,"FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK","469 W BROADWAY ","GLENDALE","91204",""
"OLD FASHION DELI",08/07/2019,92.0,"RESTAURANT (0-30) SEATS HIGH RISK","2830 N VERDUGO RD ","GLENDALE","91208","818-507-0805"
"HOT DOG ON A STICK",07/10/2019,92.0,"RESTAURANT (0-30) SEATS MODERATE RISK","1146 GLENDALE GALLERIA","GLENDALE","91210",""
"EL MEXICANO",09/13/2019,92.0,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK","836 S GLENDALE AVE ","GLENDALE","91205",""
"SASOUN BAKERY",07/18/2019,92.0,"RESTAURANT (0-30) SEATS MODERATE RISK","625 E COLORADO ST STE #A","GLENDALE","91205",""
"DA JUICE BAR",08/15/2019,92.0,"RESTAURANT (0-30) SEATS HIGH RISK","305 1/2 N BRAND BLVD ","GLENDALE","91203",""
"CAROUSEL RESTAURANT",07/11/2019,92.0,"RESTAURANT (151 + ) SEATS HIGH RISK","304 N BRAND BLVD","GLENDALE","91203","818-246-7775"
"WAFFLEJACK",03/13/2019,92.0,"RESTAURANT (0-30) SEATS MODERATE RISK","2158 GLENDALE GALLERIA WAY # 6520K","GLENDALE","91210-1301",""
"TERIYAKI ME !",08/22/2019,92.0,"RESTAURANT (0-30) SEATS HIGH RISK","207 W WILSON AVE ","GLENDALE","91203",""
"L.A. BANQUETS- LEGACY BALLROOM & LOUNGE",09/12/2019,92.0,"RESTAURANT (151 + ) SEATS HIGH RISK","6410 SAN FERNANDO RD","GLENDALE","91201-2107","818-241-0888"
"CALIFORNIA POKE HOUSE",08/14/2019,92.0,"RESTAURANT (0-30) SEATS HIGH RISK","106 W CALIFORNIA AVE","GLENDALE","91203",""
"ZONO SUSHI",09/04/2019,92.0,"RESTAURANT (31-60) SEATS HIGH RISK","139 N ARTSAKH AVE","GLENDALE","91206","213-321-3677"
"CARAVAN DELI",07/11/2019,92.0,"RESTAURANT (0-30) SEATS HIGH RISK","1108 W GLENOAKS BLVD ","GLENDALE","91201",""
"LEBANON SHAWARMA",08/14/2019,92.0,"RESTAURANT (0-30) SEATS HIGH RISK","303 1/2 N BRAND BLVD","GLENDALE","91203-2303",""
"EL SAUZ TACOS #2",08/01/2019,92.0,"RESTAURANT (0-30) SEATS HIGH RISK","470 W COLORADO ST","GLENDALE","91204","818-241-8705"
"THE LAHMAJUNE FACTORY",01/30/2019,92.0,"RESTAURANT (0-30) SEATS MODERATE RISK","1139 E BROADWAY ","GLENDALE","91205","818-553-6644"
"CAMP MAX STRAUS KITCHEN",07/25/2017,92.0,"RESTAURANT (31-60) SEATS MODERATE RISK","1041 SHIRLYJEAN ST ","GLENDALE","91208-1139","818-957-4900"
"ETC...",04/10/2019,92.0,"RESTAURANT (0-30) SEATS HIGH RISK","3600 OCEAN VIEW BLVD # 7","GLENDALE","91208","818-249-3587"
"MAMITA RESTAURANT",06/05/2019,92.0,"RESTAURANT (31-60) SEATS HIGH RISK","714 S BRAND BLVD ","GLENDALE","91209",""
"JUICE STOP",07/11/2019,92.0,"RESTAURANT (31-60) SEATS HIGH RISK","1112 1/2 W GLENOAKS BLVD ","GLENDALE","91202",""
"EL RUBY CAFE",07/18/2019,92.0,"RESTAURANT (0-30) SEATS HIGH RISK","4106 SAN FERNANDO RD E","GLENDALE","91204",""
"FAVORITE BAKERY",06/04/2019,92.0,"RESTAURANT (0-30) SEATS MODERATE RISK","831 N PACIFIC AVE","GLENDALE","91205","818-518-7085"
"A & A GROCERY",06/18/2019,92.0,"FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK","1248 S GLENDALE AVE W","GLENDALE","91205",""
"AMERICA MARKET",07/31/2018,92.0,"FOOD MKT RETAIL (2,000+ SF) LOW RISK","1710 LAKE ST ","GLENDALE","91201",""
"HOOKAH LOUNGE",09/18/2019,92.0,"RESTAURANT (61-150) SEATS HIGH RISK","831 E COLORADO ST ","GLENDALE","91205",""
"PORTO'S CAFE BAKERY",08/15/2019,92.0,"RESTAURANT (61-150) SEATS HIGH RISK","309 N BRAND BLVD ","GLENDALE","91203",""
"SASABUNE",09/24/2019,92.0,"RESTAURANT (31-60) SEATS HIGH RISK","101 N BRAND BLVD # 220","GLENDALE","91203",""
"URBAN CAFE #3",06/11/2019,92.0,"RESTAURANT (0-30) SEATS MODERATE RISK","701 N BRAND BLVD #170","GLENDALE","91203",""
"WONG'S WOK III",07/25/2019,92.0,"RESTAURANT (31-60) SEATS HIGH RISK","1415 E COLORADO ST STE A","GLENDALE","91205","818-662-9717"
"MARYS MARKET FRUIT AND DELI",08/01/2019,93.0,"FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK","1931 W GLENOAKS BLVD STE #B","GLENDALE","91201",""
"SUBWAY SANDWICHES #23514",08/01/2019,93.0,"RESTAURANT (0-30) SEATS MODERATE RISK","6340 SAN FERNANDO RD ","GLENDALE","91201","818-395-1027"
"GRANVILLE CAFE",05/15/2019,93.0,"RESTAURANT (61-150) SEATS HIGH RISK","807 AMERICANA WAY ","GLENDALE","91210",""
"WETZEL'S PRETZELS",08/21/2019,93.0,"RESTAURANT (0-30) SEATS MODERATE RISK","689 AMERICANA WAY ","GLENDALE","91210","818-241-0465"
"WINCHESTER ROOM",11/06/2018,93.0,"RESTAURANT (61-150) SEATS LOW RISK","6522 SAN FERNANDO RD","GLENDALE","91201","818-241-5475"
"LA GOCCIA",12/07/2018,93.0,"RESTAURANT (0-30) SEATS MODERATE RISK","101 N BRAND BLVD #130","GLENDALE","91203",""
"UNIQUE PIZZERIA",09/10/2019,93.0,"RESTAURANT (0-30) SEATS HIGH RISK","3307 N VERDUGO RD","GLENDALE","91208","818-957-1011"
"HAAGEN DAZS",12/11/2018,93.0,"RESTAURANT (0-30) SEATS LOW RISK","1113 GLENDALE GALLERIA ","GLENDALE","91210",""
"SUSHI JOINT",06/12/2019,93.0,"RESTAURANT (31-60) SEATS HIGH RISK","6320 SAN FERNANDO RD ","GLENDALE","91201",""
"GEORGE'S CUCINA ITALIANA",09/23/2019,93.0,"RESTAURANT (31-60) SEATS HIGH RISK","1418 W KENNETH RD ","GLENDALE","91201","818-246-7777"
"CARL'S JR #650",08/02/2019,93.0,"RESTAURANT (61-150) SEATS MODERATE RISK","424 W LOS FELIZ RD ","GLENDALE","91204",""
"NOVA MARKET & CATERING - MEAT DEPT",04/03/2019,93.0,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK","901 W GLENOAKS BLVD","GLENDALE","91202",""
"GLENOAKS MEAT MARKET",09/24/2019,93.0,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK","1755 W GLENOAKS BLVD # F","GLENDALE","91201","818-974-2999"
"SWEET WONDERS",09/26/2019,93.0,"RESTAURANT (0-30) SEATS MODERATE RISK","2138 GALLERIA WAY","GLENDALE","91210",""
"TIFFANY'S COFFEE SHOP",05/16/2019,93.0,"RESTAURANT (0-30) SEATS MODERATE RISK","900 N PACIFIC AVE STE A","GLENDALE","91203",""
"B&C LIQUOR",08/02/2019,93.0,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK","102 W COLORADO ST ","GLENDALE","91204",""
"YOSHINOYA BEEF BOWL",07/05/2019,93.0,"RESTAURANT (31-60) SEATS HIGH RISK","100 W COLORADO ST ","GLENDALE","91204",""
"RAFFI'S VILLAGE",08/22/2019,93.0,"RESTAURANT (0-30) SEATS MODERATE RISK","921 E BROADWAY STE B","GLENDALE","91205","818-439-9970"
"ANI RESTAURANT & BANQUET HAL",05/23/2019,93.0,"RESTAURANT (151 + ) SEATS HIGH RISK","915 E COLORADO ST ","GLENDALE","91205",""
"HOT FOODS",07/17/2019,93.0,"RESTAURANT (0-30) SEATS HIGH RISK","1010 N GLENDALE AVE #100","GLENDALE","91206","818-927-9739"
"PALETTE FOOD AND JUICE",07/23/2019,93.0,"RESTAURANT (0-30) SEATS HIGH RISK","3193 GLENDALE BLVD","LOS ANGELES","90039-1805","310-409-6538"
"COURTYARD CAFE PASTRY",02/06/2018,93.0,"MOBILE FOOD FACILITY CART - LOW RISK","1509 WILSON TER ","GLENDALE","91206-4007",""
"TACO AZTECA",04/16/2019,93.0,"RESTAURANT (0-30) SEATS HIGH RISK","143 S VERDUGO RD","GLENDALE","91205","818-800-9887"
"PARIS BAGUETTE",05/17/2019,93.0,"RESTAURANT (0-30) SEATS MODERATE RISK","818 N PACIFIC AVE STE E&F","GLENDALE","91203","818-551-0084"
"NATALIE'S PASTRY",08/08/2019,93.0,"RESTAURANT (0-30) SEATS MODERATE RISK","471 W BROADWAY ","GLENDALE","91204",""
"LUCY'S PIZZA & BURGERS",05/24/2019,93.0,"RESTAURANT (0-30) SEATS MODERATE RISK","620 E COLORADO ST #A","GLENDALE","91205",""
"TRATTORIA AMICI",07/16/2019,93.0,"RESTAURANT (61-150) SEATS HIGH RISK","783 AMERICANA WAY","GLENDALE","91210",""
"BLAZE FAST FIRE'D PIZZA",09/04/2019,93.0,"RESTAURANT (61-150) SEATS HIGH RISK","3231 GLENDALE GALLERIA # 5404","GLENDALE","91210","818-495-0573"
"SHREEB'S COFFEE",02/20/2019,93.0,"RESTAURANT (0-30) SEATS LOW RISK","1755 GLENDALE BLVD","LOS ANGELES","90026",""
"FU HOUSE CHINESE",08/06/2019,93.0,"RESTAURANT (31-60) SEATS HIGH RISK","1428 E COLORADO ST # E","GLENDALE","91205","818-241-0211"
"MARKET",08/14/2019,93.0,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK","715 S GLENDALE AVE","GLENDALE","91205",""
"THE HABIT BURGER GRILL",07/18/2019,93.0,"RESTAURANT (31-60) SEATS HIGH RISK","249 N GLENDALE AVE E","GLENDALE","91206",""
"WANDERLUST CREAMERY",09/25/2019,93.0,"RESTAURANT (0-30) SEATS MODERATE RISK","3134 GLENDALE BLVD","LOS ANGELES","90039","818-470-6204"
"KOZY, KORNER",08/08/2019,93.0,"RESTAURANT (0-30) SEATS HIGH RISK","213 W WILSON AVE ","GLENDALE","91203",""
"MCDONALD'S 5651",02/21/2019,93.0,"RESTAURANT (61-150) SEATS MODERATE RISK","1326 E COLORADO ST ","GLENDALE","91205",""
"CVS/PHARMACY",07/12/2018,93.0,"FOOD MKT RETAIL (2,000+ SF) LOW RISK","2530 GLENDALE BLVD ","LOS ANGELES","90039",""
"KUMADORI SUSHI",07/09/2019,93.0,"RESTAURANT (61-150) SEATS HIGH RISK","143 S ARTSAKH AVE","GLENDALE","91205","818-243-7393"
"THE SPOT GOURMET",06/26/2019,93.0,"RESTAURANT (0-30) SEATS HIGH RISK","1936 W GLENOAKS BLVD","GLENDALE","91201","818-861-7335"
"LITTLE CAESARS PIZZA",09/11/2019,93.0,"RESTAURANT (0-30) SEATS MODERATE RISK","934 E COLORADO ST ","GLENDALE","91205",""
"NOVA MARKET & CATERING - DELI",07/31/2019,93.0,"RESTAURANT (31-60) SEATS HIGH RISK","901 W GLENOAKS BLVD","GLENDALE","91202",""
"TENDER GREENS",09/17/2019,93.0,"RESTAURANT (61-150) SEATS HIGH RISK","145 N BRAND BLVD","GLENDALE","91203",""
"BRAND MEAT & FISH MARKET",07/12/2019,93.0,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK","1200 S BRAND BLVD STE 2","GLENDALE","91204",""
"FARM DISTRICT MARTKETPLACE - PIZZA/DELI",05/06/2019,93.0,"RESTAURANT (0-30) SEATS HIGH RISK","328 N ORANGE ST","GLENDALE","91203",""
"IT'S BOBA TIME",03/28/2019,93.0,"RESTAURANT (0-30) SEATS MODERATE RISK","136 S BRAND BLVD","GLENDALE","91204","323-535-0031"
"JACK IN THE BOX #3170",09/04/2019,93.0,"RESTAURANT (61-150) SEATS MODERATE RISK","805 N PACIFIC AVE","GLENDALE","91203","818-247-0717"
"MARKET",07/17/2019,93.0,"FOOD MKT RETAIL (2,000+ SF) LOW RISK","1010 N GLENDALE AVE #100","GLENDALE","91206","818-927-9739"
"HIGHLAND WATER & ICE",08/07/2019,93.0,"RESTAURANT (0-30) SEATS LOW RISK","834 W GLENOAKS BLVD ","GLENDALE","91202",""
"WINGSTOP",02/12/2019,93.0,"RESTAURANT (61-150) SEATS MODERATE RISK","245 S GLENDALE AVE # #B","GLENDALE","91205","818-265-9464"
"BRANDVIEW BALLROOM",06/20/2019,93.0,"RESTAURANT (151 + ) SEATS HIGH RISK","109 E HARVARD ST ","GLENDALE","91205","818-764-0000"
"CHARLEY'S PHILLY STEAKS",08/13/2019,93.0,"RESTAURANT (0-30) SEATS HIGH RISK","1140 GLENDALE GALLERIA ","GLENDALE","91210","818-299-6280"
"SNOOKIES COOKIES",08/13/2019,93.0,"RESTAURANT (0-30) SEATS MODERATE RISK","1609 VICTORY BLVD ","GLENDALE","91201",""
"CORAL REEF RESTAURANT",09/09/2019,93.0,"RESTAURANT (61-150) SEATS HIGH RISK","3200 GLENDALE BLVD ","LOS ANGELES","90039",""
"VERDUGO DAIRY",12/07/2018,93.0,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK","201 N VERDUGO RD ","GLENDALE","91206",""
"GOLDEN MARKET",08/05/2019,93.0,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK","1150 N CENTRAL AVE","GLENDALE","91202","818-246-7098"
"REMEDY LIQUOR",09/05/2019,93.0,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK","1700 W GLENOAKS BLVD","GLENDALE","91201","818-240-2824"
"KARINA'S CAKE HOUSE",06/28/2019,93.0,"RESTAURANT (0-30) SEATS MODERATE RISK","515 S GLENDALE AVE ","GLENDALE","91205",""
"EMBASSY SUITES FINE DINING",06/04/2019,93.0,"RESTAURANT (151 + ) SEATS HIGH RISK","800 N CENTRAL AVE ","GLENDALE","91203",""
"7-ELEVEN STORE #13838A",06/11/2019,93.0,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK","1133 E BROADWAY ","GLENDALE","91205","818-247-7781"
"CIRCLE J LIQUOR",01/23/2019,93.0,"FOOD MKT RETAIL (2,000+ SF) MODERATE RISK","508 W BROADWAY","GLENDALE","91204","818-243-3332"
"KING'S KITCHEN",06/12/2019,93.0,"RESTAURANT (0-30) SEATS HIGH RISK","1235 S CENTRAL AVE","GLENDALE","91204","818-649-1333"
"THAI ORIGINAL BBQ",08/29/2019,93.0,"RESTAURANT (61-150) SEATS HIGH RISK","143 S GLENDALE AVE #100","GLENDALE","91205","818-507-6789"
"BIG BITE",02/04/2019,93.0,"RESTAURANT (0-30) SEATS MODERATE RISK","334 N CENTRAL AVE # 101","GLENDALE","91203",""
"PIZZA PASHA",04/05/2019,93.0,"RESTAURANT (0-30) SEATS MODERATE RISK","1159 N PACIFIC AVE","GLENDALE","91202",""
"CREAMSTRY BH",07/10/2019,93.0,"RESTAURANT (0-30) SEATS LOW RISK","1104 GLENDALE GALLERIA # A","GLENDALE","91210","818-696-1171"
"GIO'S BAGUETTES",06/28/2019,93.0,"RESTAURANT (31-60) SEATS HIGH RISK","3805 OCEANVIEW BLVD","GLENDALE","91020","818-669-6018"
"YUM YUM DONUT FRANCHISE #94716",08/06/2019,93.0,"RESTAURANT (0-30) SEATS MODERATE RISK","606 W GLENAOKS BLVD","GLENDALE","91202","818-248-8725"
"PAPAYA P",04/05/2019,93.0,"RESTAURANT (0-30) SEATS MODERATE RISK","1133 N PACIFIC AVE ","GLENDALE","91202","818-937-9393"
"ANI GROCERY & DELI",07/30/2019,93.0,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK","1500 W GLENOAKS BLVD ","GLENDALE","91201",""
"MOTO SUSHI",08/15/2019,93.0,"RESTAURANT (31-60) SEATS HIGH RISK","1120 N PACIFIC AVE STE 1","GLENDALE","91202","818-265-3070"
"CASA DE RAMOS",08/07/2019,93.0,"RESTAURANT (61-150) SEATS HIGH RISK","827 W GLENOAKS BLVD ","GLENDALE","91202",""
"G FAT STATION",03/19/2019,93.0,"RESTAURANT (0-30) SEATS MODERATE RISK","138 N BRAND BLVD # A","GLENDALE","91203","818-546-1091"
"DOLLAR TREE #06146",11/09/2018,93.0,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK","130 N GLENDALE AVE","GLENDALE","91206",""
"BUFFALO WILD WINGS #3662",09/25/2019,93.0,"RESTAURANT (151 + ) SEATS HIGH RISK","142 S BRAND BLVD STE C","GLENDALE","91204","360-694-7855"
"ELENAS GREEK & ARMENIAN",08/27/2019,93.0,"RESTAURANT (31-60) SEATS HIGH RISK","1000 S GLENDALE AVE ","GLENDALE","91205",""
"BUKO JAPANESE RESTAURANT",09/10/2019,93.0,"RESTAURANT (31-60) SEATS HIGH RISK","327 N VERDUGO RD","GLENDALE","91206","818-243-1717"
"PHO HOT",06/12/2019,93.0,"RESTAURANT (31-60) SEATS HIGH RISK","6306 SAN FERNANDO RD","GLENDALE","91201","818-696-2255"
"CAFE MONTROSE",09/05/2019,93.0,"RESTAURANT (0-30) SEATS HIGH RISK","3459 N VERDUGO RD","GLENDALE","91208","747-255-7046"
"KARAS RESTAURANT",09/25/2019,93.0,"RESTAURANT (61-150) SEATS HIGH RISK","158 S BRAND BLVD","GLENDALE","91204","818-640-4404"
"GLENDALE RANCH MARKET (MEAT)",08/09/2019,93.0,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK","1122 S CENTRAL AVE ","GLENDALE","91204",""
"RALPHS GROCERY CO #60-MARKET",08/21/2019,93.0,"RESTAURANT (0-30) SEATS HIGH RISK","1416 E COLORADO ST ","GLENDALE","91205",""
"CHEF'S BBQ",07/26/2019,93.0,"RESTAURANT (31-60) SEATS HIGH RISK","1100 S CENTRAL AVE # D","GLENDALE","91204",""
"EL TAPATIO",06/27/2019,93.0,"RESTAURANT (31-60) SEATS HIGH RISK","1266 S GLENDALE AVE ","GLENDALE","91205",""
"COFFEE BEAN & TEA LEAF #216",02/08/2019,93.0,"RESTAURANT (0-30) SEATS LOW RISK","300 N GLENDALE AVE ","GLENDALE","91206",""
"VILLAGE FRENCH BAKERY",04/29/2019,93.0,"RESTAURANT (0-30) SEATS MODERATE RISK","1414 W KENNETH RD ","GLENDALE","91201",""
"THE COFFEE BEAN & TEA LEAF #367",12/12/2018,93.0,"RESTAURANT (0-30) SEATS LOW RISK","101 E GLENOAKS BLVD","GLENDALE","91202",""
"VERANDA RESTAURANT",06/27/2019,93.0,"RESTAURANT (151 + ) SEATS HIGH RISK","141 S ARTSAKH AVE","GLENDALE","91205","818-507-1900"
"CREAMY SPOON",08/07/2019,93.0,"RESTAURANT (0-30) SEATS HIGH RISK","106 N GLENDALE AVE","GLENDALE","91206-4451","818-415-0773"
"KO JUICE",08/06/2019,93.0,"RESTAURANT (0-30) SEATS MODERATE RISK","127 S BRAND BLVD # 101","GLENDALE","91204","626-353-4557"
"GOLF SNACK BAR",03/12/2019,93.0,"RESTAURANT (0-30) SEATS MODERATE RISK","3100 COUNTRY CLUB DR ","GLENDALE","91208",""
"RALPHS GROCERY COMPANY #97",02/06/2019,93.0,"FOOD MKT RETAIL (2,000+ SF) LOW RISK","1200 N CENTRAL AVE ","GLENDALE","91202",""
"FRESCO RISTORANTE",06/05/2019,93.0,"RESTAURANT (61-150) SEATS HIGH RISK","514 S BRAND BLVD ","GLENDALE","91209",""
"A-1 LIQUOR",07/10/2019,93.0,"FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK","1145 E COLORADO ST","GLENDALE","91205","818-261-0002"
"LA SEPAN INC",09/17/2019,93.0,"RESTAURANT (31-60) SEATS HIGH RISK","3324 GLENDALE BLVD","LOS ANGELES","90039","323-669-0616"
"MGM HALL",08/29/2019,93.0,"RESTAURANT (151 + ) SEATS HIGH RISK","119 S KENWOOD ST ","GLENDALE","91205",""
"SAM'S ARMENIAN BAKERY",06/03/2019,93.0,"RESTAURANT (0-30) SEATS MODERATE RISK","400 E RALEIGH ST","GLENDALE","91205","818-247-6281"
"PALMER MARKET",08/28/2019,93.0,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK","1017 E PALMER AVE","GLENDALE","91205",""
"THE GREAT WHITE HUT",08/14/2019,93.0,"RESTAURANT (0-30) SEATS HIGH RISK","121 W CALIFORNIA AVE","GLENDALE","91203","818-243-5619"
"GLENOAKS DELI AND PIZZA",08/28/2019,93.0,"RESTAURANT (0-30) SEATS HIGH RISK","621 E GLENOAKS BLVD STE A","GLENDALE","91207-1776","818-480-0097"
"SLASH PIZZA",07/25/2019,93.0,"RESTAURANT (0-30) SEATS HIGH RISK","6520 SAN FERNANDO RD # A","GLENDALE","91201","818-246-4151"
"SKAF'S LEBANESE CUSINE",04/02/2019,93.0,"RESTAURANT (31-60) SEATS HIGH RISK","367 N CHEVY CHASE DR ","GLENDALE","91206","818-551-5540"
"THE SLYDER HOUSE",06/04/2019,93.0,"RESTAURANT (0-30) SEATS HIGH RISK","4000 SAN FERNANDO RD","GLENDALE","91204","818-240-3474"
"JACK IN THE BOX #342",07/10/2019,94.0,"RESTAURANT (31-60) SEATS MODERATE RISK","1200 W GLENOAKS BLVD ","GLENDALE","91201",""
"THE SEMI-TROPIC",09/09/2019,94.0,"RESTAURANT (61-150) SEATS MODERATE RISK","1412 N GLENDALE BLVD","LOS ANGELES","90026","213-568-3127"
"THE CAPRI",04/16/2019,94.0,"RESTAURANT (31-60) SEATS LOW RISK","1134 N PACIFIC AVE ","GLENDALE","91202",""
"PIONEER CAFE",05/08/2019,94.0,"RESTAURANT (31-60) SEATS HIGH RISK","450 W PIONEER DR ","GLENDALE","91203",""
"HUGO'S TACOS",09/17/2019,94.0,"RESTAURANT (0-30) SEATS HIGH RISK","3300 GLENDALE BLVD ","LOS ANGELES","90039",""
"BRAND GRILL THE BEST",07/17/2019,94.0,"RESTAURANT (0-30) SEATS HIGH RISK","1200 S BRAND BLVD STE 7","GLENDALE","91204","818-244-4190"
"DOMINO'S PIZZA",08/06/2019,94.0,"RESTAURANT (0-30) SEATS MODERATE RISK","1428 E COLORADO ST ","GLENDALE","91205",""
"KILIKIA GRILL",05/21/2019,94.0,"RESTAURANT (0-30) SEATS HIGH RISK","627 S GLENDALE AVE","GLENDALE","91205","818-565-7070"
"GLENDALE PHO CO",05/08/2019,94.0,"RESTAURANT (0-30) SEATS HIGH RISK","102 S GLENDALE AVE ","GLENDALE","91205","818-243-8867"
"FASTER DONUTS",09/03/2019,94.0,"RESTAURANT (0-30) SEATS MODERATE RISK","6800 SAN FERNANDO RD ","GLENDALE","91201",""
"GLENDALE MEAT & FISH MARKET",08/28/2019,94.0,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK","400 S GLENDALE AVE STE D","GLENDALE","91205","818-242-4664"
